,participant,document,paragraph,Unnamed: 0,#timestamp,fixation_x,fixation_y,fixation_duration,saccade_length,saccade_angle,saccade_velocity
0,P04,D05,p3,0,1644588377901.365,588.3461352931033,131.55022520689656,621.566162109375,100.61128958765312,-0.3549239390477984,4.479779134609827
1,P04,D05,p3,1,1644588378567.933,,,936.492919921875,,,
2,P04,D05,p3,2,1644588379505.429,333.449755245614,266.4174292631579,551.652099609375,,,
3,P04,D05,p3,3,1644588380080.079,,,800.15478515625,,,
4,P04,D05,p3,4,1644588380901.8782,465.587561988372,263.072176755814,932.6328125,,,
5,P04,D05,p3,5,1644588381856.519,,,565.403076171875,,,
6,P04,D05,p3,6,1644588382445.575,595.9815547000001,276.38445816666666,310.23095703125,,,
7,P04,D05,p3,7,1644588382778.807,504.7863026666666,273.4412136111111,176.856201171875,91.24273495428012,-3.1093297537509943,3.966907000941826
8,P04,D05,p3,8,1644588382978.632,600.4712845428571,270.0753153714286,754.837890625,95.74416445719706,-0.0351623720777425,4.168409111474997
9,P04,D05,p3,9,1644588383754.474,688.4736537659575,274.94504974468083,500.539794921875,88.13700302225459,0.0552800221478941,4.196170822581507
10,P04,D05,p3,10,1644588384277.014,,,1256.502197265625,,,
11,P04,D05,p3,11,1644588385535.5178,861.3942262272728,269.7478341136363,413.233154296875,,,
12,P04,D05,p3,12,1644588385971.751,,,855.74609375,,,
13,P04,D05,p3,13,1644588386850.48,334.6597835376344,290.4178454731183,1233.35400390625,,,
14,P04,D05,p3,14,1644588388105.647,430.3526563544303,305.4200987974683,854.921875,96.86172367214743,0.1555092214489276,4.440552684631834
15,P04,D05,p3,15,1644588388983.571,488.3893177878788,307.59257021212125,709.73486328125,58.07730798158789,0.0374152736711859,2.524859138930172
16,P04,D05,p3,16,1644588389715.8,,,824.31884765625,,,
17,P04,D05,p3,17,1644588390562.129,671.7880931666667,301.6916726666667,445.510986328125,,,
18,P04,D05,p3,18,1644588391028.6282,,,691.144775390625,,,
19,P04,D05,p3,19,1644588391741.7742,840.9673734634147,299.110675,888.398681640625,,,
20,P04,D05,p3,20,1644588392652.384,930.3936521044776,308.82565217910445,721.85986328125,89.95243239167883,0.1082123418778272,4.049871539799251
21,P04,D05,p3,21,1644588393440.243,355.47494394736844,310.58876036842105,188.009033203125,574.9214116203419,3.138525954529277,8.711059371428172
22,P04,D05,p3,22,1644588393651.251,311.1278538928572,322.21458825,599.7880859375,45.84565704878743,2.8852067624306224,1.993374074050288
23,P04,D05,p3,23,1644588394273.0442,,,699.798828125,,,
24,P04,D05,p3,24,1644588394994.8398,476.5768824719101,312.2569143258428,965.685302734375,,,
25,P04,D05,p3,25,1644588395983.5251,556.2339657536234,314.76336707246384,742.371826171875,79.69650696436354,0.0314551567579753,3.465065520189719
26,P04,D05,p3,26,1644588396748.894,628.9937360434782,314.6466392391304,488.641845703125,72.75986392249175,-0.0016042894682849,3.16387535167657
27,P04,D05,p3,27,1644588397259.536,,,810.26904296875,,,
28,P04,D05,p3,28,1644588398091.889,810.2133558823529,314.23176388235294,356.192138671875,,,
29,P04,D05,p3,29,1644588398470.246,659.2049810294117,433.7547607352941,355.0,192.58576284978747,2.472056707663063,8.688717502673585
30,P04,D05,p3,30,1644588398848.243,812.8178696521738,311.9684422608696,488.14794921875,196.03271900012783,-0.6703433292505532,8.524337990599541
31,P04,D05,p3,31,1644588399358.3691,,,842.949951171875,,,
32,P04,D05,p3,32,1644588400223.318,369.69791423999993,393.5170612,533.851806640625,,,
33,P04,D05,p3,33,1644588400790.171,598.591010923077,353.0932014230769,266.906982421875,232.43523430932925,-0.1748033721322675,7.04328351826571
34,P04,D05,p3,34,1644588401079.081,495.7671136304349,345.4787128695652,509.0068359375,103.10545228250234,-3.0676738932607206,4.685935451307957
35,P04,D05,p3,35,1644588401592.097,416.6155315142856,345.16089231428566,806.05615234375,79.15222019245498,-3.1375773346444262,19.74346835809607
